transaction_id,merchant_id,timestamp,amount,merchant_category,merchant_size,payment_method,status,failure_reason
T00005095,M00082,2025-11-19 12:21:58,5292.69,Education,Large,Debit Card,Success,
T00005096,M00024,2025-12-15 12:26:59,851.52,Gaming,Small,Credit Card,Success,
T00005097,M00092,2025-01-25 11:17:52,7029.22,Healthcare,Medium,Debit Card,Success,
T00005098,M00057,2025-10-07 04:21:42,8333.23,Healthcare,Medium,Credit Card,Success,
T00005099,M00003,2025-11-08 10:37:55,3943.45,Education,Small,Credit Card,Failed,Bank Decline
T00005100,M00015,2025-04-02 04:40:01,3203.64,E-commerce,Medium,UPI,Success,
T00005101,M00097,2025-11-11 17:02:45,10436.39,Professional Services,Small,Credit Card,Success,
T00005102,M00019,2025-11-21 10:25:20,4675.71,E-commerce,Medium,Wallet,Success,
T00005103,M00100,2025-08-06 01:44:21,938.69,E-commerce,Small,UPI,Success,
T00005104,M00010,2025-11-26 12:11:18,1757.69,Retail,Medium,UPI,Success,
T00005105,M00022,2025-04-22 06:31:58,304.36,Food Delivery,Small,Wallet,Success,
T00005106,M00013,2025-07-03 11:47:16,3169.55,E-commerce,Small,Debit Card,Success,
T00005107,M00091,2025-05-25 23:06:17,14434.19,Professional Services,Small,Net Banking,Success,
T00005108,M00078,2025-02-26 13:58:56,9910.68,SaaS,Medium,Net Banking,Success,
T00005109,M00060,2025-09-06 06:50:24,527.85,Food Delivery,Medium,Debit Card,Success,
T00005110,M00070,2025-07-01 13:16:05,1307.84,Food Delivery,Large,Debit Card,Failed,Network Error
T00005111,M00099,2025-02-27 08:02:27,5081.89,Retail,Small,Wallet,Success,
T00005112,M00030,2025-07-30 14:18:34,1392.88,E-commerce,Small,UPI,Success,
T00005113,M00093,2025-06-17 15:50:28,8474.33,SaaS,Small,Net Banking,Success,
T00005114,M00049,2025-12-26 03:00:23,1616.59,Retail,Medium,Wallet,Success,
T00005115,M00035,2025-07-01 04:36:33,1231.35,Retail,Small,UPI,Success,
T00005116,M00046,2025-12-12 12:59:10,15403.32,Professional Services,Small,Net Banking,Success,
T00005117,M00080,2025-07-16 15:33:03,1382.77,Media,Small,Credit Card,Success,
T00005118,M00026,2025-05-13 16:24:27,1017.34,Retail,Medium,Credit Card,Success,
T00005119,M00081,2025-11-20 02:55:26,421.12,Media,Small,UPI,Success,
T00005120,M00046,2025-11-14 00:04:40,5737.33,Professional Services,Small,Net Banking,Success,
T00005121,M00036,2025-11-17 06:37:33,822.96,Food Delivery,Medium,UPI,Success,
T00005122,M00037,2025-02-13 10:47:48,6392.43,Education,Medium,UPI,Failed,Payment Timeout
T00005123,M00064,2025-01-17 07:16:02,4774.9,Professional Services,Large,Net Banking,Success,
T00005124,M00062,2025-08-02 18:33:08,4046.98,Retail,Medium,Credit Card,Success,
T00005125,M00043,2025-03-05 23:07:58,5127.54,Professional Services,Small,Wallet,Success,
T00005126,M00095,2025-07-09 23:29:16,315.12,E-commerce,Small,Credit Card,Success,
T00005127,M00035,2025-10-12 05:22:48,2197.78,Retail,Small,UPI,Success,
T00005128,M00028,2025-07-23 03:50:28,1766.54,E-commerce,Small,UPI,Success,
T00005129,M00013,2025-06-02 13:09:31,2558.77,E-commerce,Small,Debit Card,Success,
T00005130,M00028,2025-10-19 21:05:53,2993.32,E-commerce,Small,UPI,Failed,Bank Decline
T00005131,M00048,2025-09-06 17:36:25,676.83,Food Delivery,Medium,Credit Card,Success,
T00005132,M00011,2025-10-20 13:26:28,6377.97,Education,Small,UPI,Success,
T00005133,M00097,2025-01-01 05:33:22,11784.01,Professional Services,Small,Credit Card,Success,
T00005134,M00006,2025-07-12 07:37:32,1689.75,Retail,Small,UPI,Success,
T00005135,M00003,2025-01-29 01:00:53,3783.69,Education,Small,Credit Card,Success,
T00005136,M00087,2025-04-28 14:50:14,1426.87,Media,Small,Wallet,Success,
T00005137,M00026,2025-07-30 11:29:50,917.32,Retail,Medium,Credit Card,Success,
T00005138,M00036,2025-01-07 07:10:52,375.42,Food Delivery,Medium,UPI,Success,
T00005139,M00036,2025-02-17 00:30:20,989.08,Food Delivery,Medium,UPI,Success,
T00005140,M00002,2025-01-27 00:41:20,1421.38,Retail,Small,UPI,Success,
T00005141,M00003,2025-02-16 04:43:18,3112.87,Education,Small,Credit Card,Success,
T00005142,M00025,2025-09-29 00:08:23,1269.13,Food Delivery,Small,UPI,Success,
T00005143,M00018,2025-05-14 06:34:20,6812.58,Professional Services,Small,Net Banking,Success,
T00005144,M00027,2025-08-18 00:18:59,1805.39,E-commerce,Large,Credit Card,Success,
T00005145,M00092,2025-09-04 16:40:32,4120.25,Healthcare,Medium,Debit Card,Success,
T00005146,M00003,2025-01-13 05:46:09,3904.3,Education,Small,Credit Card,Success,
T00005147,M00068,2025-05-17 12:11:20,2163.49,Retail,Medium,Debit Card,Success,
T00005148,M00027,2025-05-30 00:51:30,1737.38,E-commerce,Large,Credit Card,Success,
T00005149,M00093,2025-10-26 22:56:18,9734.07,SaaS,Small,Net Banking,Success,
T00005150,M00056,2025-05-17 08:04:08,6229.84,E-commerce,Large,Credit Card,Failed,Technical Error
T00005151,M00054,2025-07-10 10:00:21,1267.41,Media,Small,Credit Card,Failed,Insufficient Funds
T00005152,M00058,2025-07-04 10:07:33,1389.39,Food Delivery,Small,UPI,Success,
T00005153,M00087,2025-02-05 17:57:26,2666.73,Media,Small,Wallet,Success,
T00005154,M00039,2025-12-25 04:33:38,2444.86,Gaming,Small,UPI,Success,
T00005155,M00017,2025-05-28 12:28:08,10699.07,Professional Services,Small,Credit Card,Failed,Insufficient Funds
T00005156,M00096,2025-05-06 09:23:23,1324.86,Gaming,Small,UPI,Success,
T00005157,M00010,2025-10-29 19:41:28,1775.9,Retail,Medium,UPI,Success,
T00005158,M00090,2025-02-06 21:01:59,6354.16,Healthcare,Medium,Debit Card,Success,
T00005159,M00086,2025-02-19 20:37:37,706.39,Food Delivery,Large,UPI,Success,
T00005160,M00004,2025-07-16 15:00:25,1567.91,Education,Medium,UPI,Success,
T00005161,M00055,2025-07-14 23:39:21,14445.43,SaaS,Medium,Net Banking,Success,
T00005162,M00045,2025-11-08 04:43:43,3130.08,Media,Small,Wallet,Success,
T00005163,M00043,2025-09-11 20:56:49,5088.47,Professional Services,Small,Wallet,Success,
T00005164,M00070,2025-07-20 16:19:53,878.23,Food Delivery,Large,Debit Card,Success,
T00005165,M00022,2025-12-17 09:41:20,181.96,Food Delivery,Small,Wallet,Success,
T00005166,M00085,2025-08-22 10:50:51,486.12,Gaming,Medium,Wallet,Success,
T00005167,M00001,2025-02-12 14:14:27,265.01,Food Delivery,Small,UPI,Success,
T00005168,M00033,2025-07-07 05:55:41,1096.65,E-commerce,Small,UPI,Success,
T00005169,M00061,2025-01-03 05:03:28,5016.49,SaaS,Medium,UPI,Success,
T00005170,M00089,2025-03-10 14:19:33,10215.77,Education,Small,UPI,Success,
T00005171,M00038,2025-01-18 00:56:29,2993.36,Education,Small,Debit Card,Success,
T00005172,M00098,2025-08-15 15:15:53,14258.88,SaaS,Medium,Credit Card,Success,
T00005173,M00052,2025-03-30 19:56:29,21650.97,Travel,Medium,Credit Card,Failed,Insufficient Funds
T00005174,M00078,2025-02-09 10:24:00,6132.72,SaaS,Medium,Net Banking,Success,
T00005175,M00009,2025-02-21 06:19:11,774.32,Gaming,Small,Credit Card,Success,
T00005176,M00066,2025-06-20 03:21:45,415.12,Education,Large,Net Banking,Success,
T00005177,M00070,2025-11-05 11:45:38,1113.18,Food Delivery,Large,Debit Card,Success,
T00005178,M00022,2025-09-27 10:47:50,390.62,Food Delivery,Small,Wallet,Success,
T00005179,M00068,2025-07-31 01:38:38,1880.96,Retail,Medium,Debit Card,Success,
T00005180,M00093,2025-08-05 10:14:26,8575.65,SaaS,Small,Net Banking,Success,
T00005181,M00097,2025-01-26 23:54:45,8836.91,Professional Services,Small,Credit Card,Failed,Network Error
T00005182,M00050,2025-07-04 07:49:49,13112.39,SaaS,Small,Wallet,Success,
T00005183,M00085,2025-12-24 00:15:32,425.58,Gaming,Medium,Wallet,Success,
T00005184,M00091,2025-01-10 08:42:53,28891.04,Professional Services,Small,Net Banking,Success,
T00005185,M00046,2025-08-10 12:42:20,14892.61,Professional Services,Small,Net Banking,Success,
T00005186,M00096,2025-08-01 00:19:58,2017.11,Gaming,Small,UPI,Success,
T00005187,M00023,2025-04-13 03:23:59,1513.24,Healthcare,Small,Net Banking,Success,
T00005188,M00065,2025-08-15 01:45:23,1677.87,E-commerce,Large,Debit Card,Success,
T00005189,M00094,2025-08-06 08:28:14,13916.96,SaaS,Small,UPI,Success,
T00005190,M00034,2025-10-17 23:12:33,1586.74,Gaming,Medium,Debit Card,Success,
T00005191,M00007,2025-01-05 08:19:55,2222.59,Gaming,Small,Net Banking,Success,
T00005192,M00002,2025-07-23 17:16:57,1159.78,Retail,Small,UPI,Success,
T00005193,M00004,2025-08-16 09:56:04,1565.43,Education,Medium,UPI,Success,
T00005194,M00068,2025-05-05 02:13:40,1412.61,Retail,Medium,Debit Card,Success,
T00005195,M00070,2025-12-01 05:14:23,900.81,Food Delivery,Large,Debit Card,Success,
T00005196,M00073,2025-07-05 17:51:00,4068.32,SaaS,Small,Net Banking,Success,
T00005197,M00013,2025-02-08 11:11:06,2860.91,E-commerce,Small,Debit Card,Success,
T00005198,M00091,2025-11-30 11:35:49,22882.01,Professional Services,Small,Net Banking,Success,
T00005199,M00066,2025-02-26 17:51:58,1064.49,Education,Large,Net Banking,Success,
T00005200,M00056,2025-10-23 08:32:30,2394.21,E-commerce,Large,Credit Card,Success,
T00005201,M00030,2025-07-19 09:05:28,2881.92,E-commerce,Small,UPI,Success,
T00005202,M00072,2025-09-01 11:30:47,863.44,Media,Small,Credit Card,Success,
T00005203,M00020,2025-11-23 03:13:57,4261.77,Healthcare,Small,Net Banking,Success,
T00005204,M00055,2025-06-07 19:50:34,6540.4,SaaS,Medium,Net Banking,Success,
T00005205,M00056,2025-06-17 17:19:47,6178.13,E-commerce,Large,Credit Card,Success,
T00005206,M00058,2025-03-16 19:12:54,1501.82,Food Delivery,Small,UPI,Success,
T00005207,M00048,2025-12-28 11:29:53,584.24,Food Delivery,Medium,Credit Card,Success,
T00005208,M00014,2025-03-29 06:33:07,4813.12,E-commerce,Large,Credit Card,Success,
T00005209,M00041,2025-02-19 10:46:03,1218.11,E-commerce,Small,Wallet,Success,
T00005210,M00003,2025-06-07 21:09:04,4537.12,Education,Small,Credit Card,Success,
T00005211,M00040,2025-10-21 09:07:10,10721.82,Professional Services,Small,Net Banking,Success,
T00005212,M00092,2025-07-13 01:37:11,3671.76,Healthcare,Medium,Debit Card,Success,
T00005213,M00064,2025-06-18 01:26:36,5849.05,Professional Services,Large,Net Banking,Success,
T00005214,M00002,2025-10-01 14:10:37,752.98,Retail,Small,UPI,Success,
T00005215,M00084,2025-02-26 12:45:10,423.27,Food Delivery,Small,Net Banking,Success,
T00005216,M00058,2025-04-20 01:33:27,1284.29,Food Delivery,Small,UPI,Success,
T00005217,M00062,2025-11-10 08:01:37,5413.6,Retail,Medium,Credit Card,Success,
T00005218,M00049,2025-08-24 01:45:59,1412.21,Retail,Medium,Wallet,Success,
T00005219,M00004,2025-04-30 16:05:25,2522.32,Education,Medium,UPI,Success,
T00005220,M00064,2025-10-22 03:38:40,5738.52,Professional Services,Large,Net Banking,Success,
T00005221,M00020,2025-09-25 08:50:05,5725.46,Healthcare,Small,Net Banking,Success,
T00005222,M00018,2025-08-21 18:16:16,6417.36,Professional Services,Small,Net Banking,Success,
T00005223,M00068,2025-08-11 21:57:25,1747.55,Retail,Medium,Debit Card,Success,
T00005224,M00091,2025-05-13 23:29:33,20659.75,Professional Services,Small,Net Banking,Success,
T00005225,M00079,2025-08-28 08:57:13,198.79,Food Delivery,Large,Credit Card,Success,
T00005226,M00090,2025-04-16 08:14:39,7719.67,Healthcare,Medium,Debit Card,Success,
T00005227,M00066,2025-08-19 20:31:29,1118.7,Education,Large,Net Banking,Success,
T00005228,M00036,2025-12-19 07:52:52,841.21,Food Delivery,Medium,UPI,Success,
T00005229,M00006,2025-03-16 06:44:01,2833.29,Retail,Small,UPI,Success,
T00005230,M00065,2025-07-21 01:03:01,1826.64,E-commerce,Large,Debit Card,Success,
T00005231,M00084,2025-04-19 04:00:52,406.63,Food Delivery,Small,Net Banking,Success,
T00005232,M00075,2025-10-26 09:12:21,772.39,E-commerce,Small,Wallet,Success,
T00005233,M00054,2025-11-02 14:22:40,1303.13,Media,Small,Credit Card,Success,
T00005234,M00071,2025-09-24 20:16:03,3676.62,Retail,Small,Debit Card,Success,
T00005235,M00004,2025-10-04 18:06:34,1556.73,Education,Medium,UPI,Success,
T00005236,M00003,2025-08-14 22:17:38,3853.86,Education,Small,Credit Card,Success,
T00005237,M00090,2025-02-15 12:29:00,8372.39,Healthcare,Medium,Debit Card,Success,
T00005238,M00067,2025-03-21 21:34:41,204.1,Food Delivery,Medium,Credit Card,Success,
T00005239,M00079,2025-09-04 00:07:41,256.95,Food Delivery,Large,Credit Card,Success,
T00005240,M00099,2025-07-12 23:57:45,3537.78,Retail,Small,Wallet,Success,
T00005241,M00087,2025-06-02 02:15:30,1434.87,Media,Small,Wallet,Success,
T00005242,M00023,2025-07-28 17:00:40,7377.59,Healthcare,Small,Net Banking,Success,
T00005243,M00059,2025-04-09 22:12:56,668.21,Retail,Medium,UPI,Failed,Payment Timeout
T00005244,M00037,2025-06-02 15:46:48,6209.36,Education,Medium,UPI,Success,
T00005245,M00021,2025-03-15 08:56:14,2921.72,E-commerce,Small,UPI,Success,
T00005246,M00051,2025-12-30 00:30:39,3002.6,Retail,Medium,UPI,Failed,Payment Timeout
T00005247,M00097,2025-11-15 21:44:58,6795.28,Professional Services,Small,Credit Card,Success,
T00005248,M00071,2025-01-20 19:17:22,3645.06,Retail,Small,Debit Card,Failed,Technical Error
T00005249,M00015,2025-07-10 03:01:34,1592.2,E-commerce,Medium,UPI,Success,
T00005250,M00043,2025-02-16 09:18:21,4267.07,Professional Services,Small,Wallet,Success,
T00005251,M00067,2025-02-17 17:39:56,337.59,Food Delivery,Medium,Credit Card,Success,
T00005252,M00032,2025-11-26 00:14:26,3766.31,Retail,Medium,Credit Card,Success,
T00005253,M00045,2025-02-11 17:36:53,1987.8,Media,Small,Wallet,Success,
T00005254,M00016,2025-12-26 12:35:41,943.23,Retail,Medium,Debit Card,Success,
T00005255,M00038,2025-06-14 09:06:19,3782.74,Education,Small,Debit Card,Success,
T00005256,M00041,2025-01-04 19:51:55,7161.15,E-commerce,Small,Wallet,Success,
T00005257,M00065,2025-08-31 11:27:25,1440.45,E-commerce,Large,Debit Card,Success,
T00005258,M00061,2025-03-27 14:37:38,6107.65,SaaS,Medium,UPI,Success,
T00005259,M00073,2025-08-10 14:32:12,3996.53,SaaS,Small,Net Banking,Success,
T00005260,M00069,2025-04-02 19:03:23,2063.13,Education,Small,Credit Card,Success,
T00005261,M00049,2025-08-04 00:57:12,810.57,Retail,Medium,Wallet,Success,
T00005262,M00020,2025-11-17 10:40:11,6308.9,Healthcare,Small,Net Banking,Success,
T00005263,M00083,2025-07-30 09:06:54,699.65,Retail,Small,Debit Card,Success,
T00005264,M00054,2025-10-15 13:33:04,492.3,Media,Small,Credit Card,Success,
T00005265,M00024,2025-04-15 18:03:28,865.25,Gaming,Small,Credit Card,Success,
T00005266,M00024,2025-06-07 19:56:35,700.97,Gaming,Small,Credit Card,Success,
T00005267,M00056,2025-06-28 10:54:43,2519.31,E-commerce,Large,Credit Card,Success,
T00005268,M00082,2025-04-19 12:51:20,3867.27,Education,Large,Debit Card,Success,
T00005269,M00046,2025-04-03 17:30:16,11722.7,Professional Services,Small,Net Banking,Success,
T00005270,M00030,2025-11-26 22:44:54,1853.43,E-commerce,Small,UPI,Success,
T00005271,M00080,2025-03-24 20:55:06,844.16,Media,Small,Credit Card,Success,
T00005272,M00080,2025-06-22 11:37:12,1250.76,Media,Small,Credit Card,Success,
T00005273,M00005,2025-10-15 01:30:41,36414.88,Travel,Small,Net Banking,Success,
T00005274,M00031,2025-01-09 22:37:24,1065.59,Media,Small,Net Banking,Success,
T00005275,M00059,2025-04-16 12:38:41,916.62,Retail,Medium,UPI,Success,
T00005276,M00054,2025-12-06 20:57:30,1402.54,Media,Small,Credit Card,Success,
T00005277,M00073,2025-05-06 02:00:12,5371.47,SaaS,Small,Net Banking,Success,
T00005278,M00001,2025-06-21 17:30:16,399.08,Food Delivery,Small,UPI,Success,
T00005279,M00068,2025-05-25 20:14:56,1594.77,Retail,Medium,Debit Card,Success,
T00005280,M00022,2025-09-23 08:37:00,454.02,Food Delivery,Small,Wallet,Success,
T00005281,M00050,2025-11-03 01:20:39,9916.03,SaaS,Small,Wallet,Success,
T00005282,M00082,2025-04-17 11:11:11,7240.44,Education,Large,Debit Card,Success,
T00005283,M00068,2025-04-23 21:19:22,1834.32,Retail,Medium,Debit Card,Success,
T00005284,M00009,2025-01-10 10:16:06,668.57,Gaming,Small,Credit Card,Success,
T00005285,M00036,2025-08-07 18:25:17,875.04,Food Delivery,Medium,UPI,Success,
T00005286,M00067,2025-11-07 17:28:42,756.97,Food Delivery,Medium,Credit Card,Success,
T00005287,M00096,2025-08-11 00:13:29,1423.0,Gaming,Small,UPI,Success,
T00005288,M00098,2025-10-09 05:49:57,14743.89,SaaS,Medium,Credit Card,Success,
T00005289,M00061,2025-06-14 17:15:03,9612.1,SaaS,Medium,UPI,Success,
T00005290,M00099,2025-05-23 08:54:38,4767.75,Retail,Small,Wallet,Success,
T00005291,M00053,2025-04-11 22:03:44,3459.53,Education,Small,Net Banking,Success,
T00005292,M00035,2025-09-08 11:55:08,1958.07,Retail,Small,UPI,Success,
T00005293,M00038,2025-07-26 04:41:14,3902.73,Education,Small,Debit Card,Failed,Network Error
T00005294,M00015,2025-01-19 15:11:32,1021.58,E-commerce,Medium,UPI,Success,
T00005295,M00053,2025-02-04 22:36:16,4023.81,Education,Small,Net Banking,Success,
T00005296,M00007,2025-08-03 16:41:36,2454.33,Gaming,Small,Net Banking,Success,
T00005297,M00059,2025-01-31 18:42:48,629.6,Retail,Medium,UPI,Success,
T00005298,M00097,2025-02-25 00:07:29,7009.21,Professional Services,Small,Credit Card,Success,
T00005299,M00019,2025-04-19 03:56:00,5267.88,E-commerce,Medium,Wallet,Success,
T00005300,M00024,2025-03-06 17:05:34,704.71,Gaming,Small,Credit Card,Success,
T00005301,M00015,2025-04-01 00:40:41,2859.19,E-commerce,Medium,UPI,Success,
T00005302,M00041,2025-11-01 03:01:40,3113.74,E-commerce,Small,Wallet,Success,
T00005303,M00056,2025-12-03 15:13:38,5783.95,E-commerce,Large,Credit Card,Success,
T00005304,M00045,2025-06-14 09:06:23,2396.81,Media,Small,Wallet,Success,
T00005305,M00044,2025-04-02 17:57:54,26762.39,Professional Services,Small,Net Banking,Success,
T00005306,M00067,2025-01-30 22:08:04,559.82,Food Delivery,Medium,Credit Card,Success,
T00005307,M00055,2025-02-09 10:08:40,12302.18,SaaS,Medium,Net Banking,Success,
T00005308,M00041,2025-10-30 13:21:32,6777.7,E-commerce,Small,Wallet,Success,
T00005309,M00016,2025-10-23 11:43:54,885.47,Retail,Medium,Debit Card,Success,
T00005310,M00014,2025-03-14 13:09:53,4440.07,E-commerce,Large,Credit Card,Success,
T00005311,M00035,2025-01-04 09:31:23,1750.45,Retail,Small,UPI,Success,
T00005312,M00078,2025-11-12 20:33:33,15230.48,SaaS,Medium,Net Banking,Success,
T00005313,M00045,2025-07-15 22:22:17,3177.94,Media,Small,Wallet,Success,
T00005314,M00043,2025-07-02 04:01:13,4309.75,Professional Services,Small,Wallet,Success,
T00005315,M00048,2025-02-21 09:02:28,774.54,Food Delivery,Medium,Credit Card,Success,
T00005316,M00011,2025-11-01 03:33:23,10426.97,Education,Small,UPI,Success,
T00005317,M00009,2025-04-06 10:55:07,442.74,Gaming,Small,Credit Card,Success,
T00005318,M00095,2025-03-04 22:45:33,653.77,E-commerce,Small,Credit Card,Success,
T00005319,M00038,2025-10-21 00:34:35,5868.27,Education,Small,Debit Card,Success,
T00005320,M00046,2025-04-22 12:55:16,16936.98,Professional Services,Small,Net Banking,Success,
T00005321,M00036,2025-11-07 05:42:37,428.7,Food Delivery,Medium,UPI,Success,
T00005322,M00033,2025-10-10 01:00:00,4156.0,E-commerce,Small,UPI,Success,
T00005323,M00077,2025-07-23 21:49:40,4403.25,Professional Services,Medium,Credit Card,Success,
T00005324,M00056,2025-11-02 09:38:12,5370.2,E-commerce,Large,Credit Card,Success,
T00005325,M00012,2025-10-06 23:33:42,12428.39,SaaS,Medium,Net Banking,Success,
T00005326,M00036,2025-12-30 20:15:44,636.01,Food Delivery,Medium,UPI,Success,
T00005327,M00013,2025-07-15 09:43:17,2665.34,E-commerce,Small,Debit Card,Success,
T00005328,M00073,2025-01-29 12:17:48,3485.45,SaaS,Small,Net Banking,Success,
T00005329,M00097,2025-05-23 17:21:36,7864.38,Professional Services,Small,Credit Card,Success,
T00005330,M00067,2025-05-29 13:49:55,452.77,Food Delivery,Medium,Credit Card,Success,
T00005331,M00025,2025-05-26 02:25:21,1504.23,Food Delivery,Small,UPI,Success,
T00005332,M00062,2025-03-25 17:15:43,4472.09,Retail,Medium,Credit Card,Success,
T00005333,M00031,2025-09-05 22:49:10,1714.88,Media,Small,Net Banking,Success,
T00005334,M00099,2025-10-22 16:07:13,2853.83,Retail,Small,Wallet,Success,
T00005335,M00082,2025-09-10 01:46:59,6998.02,Education,Large,Debit Card,Success,
T00005336,M00035,2025-12-16 17:18:06,1356.76,Retail,Small,UPI,Success,
T00005337,M00060,2025-06-20 12:01:09,587.14,Food Delivery,Medium,Debit Card,Success,
T00005338,M00063,2025-05-25 07:15:23,6487.23,Healthcare,Small,Credit Card,Success,
T00005339,M00086,2025-06-29 22:15:45,1715.57,Food Delivery,Large,UPI,Success,
T00005340,M00091,2025-02-26 12:30:27,26632.41,Professional Services,Small,Net Banking,Success,
T00005341,M00043,2025-12-25 08:37:22,6516.73,Professional Services,Small,Wallet,Success,
T00005342,M00068,2025-12-20 04:08:53,1741.03,Retail,Medium,Debit Card,Success,
T00005343,M00020,2025-09-11 18:25:40,9197.7,Healthcare,Small,Net Banking,Success,
T00005344,M00080,2025-11-15 21:09:10,723.61,Media,Small,Credit Card,Success,
T00005345,M00039,2025-07-05 06:58:11,3587.67,Gaming,Small,UPI,Success,
T00005346,M00004,2025-01-27 07:31:42,2533.71,Education,Medium,UPI,Success,
T00005347,M00059,2025-03-17 03:21:28,707.31,Retail,Medium,UPI,Success,
T00005348,M00060,2025-02-09 08:12:35,786.04,Food Delivery,Medium,Debit Card,Success,
T00005349,M00031,2025-10-04 03:58:45,1546.34,Media,Small,Net Banking,Success,
T00005350,M00099,2025-09-02 22:18:44,4077.85,Retail,Small,Wallet,Success,
T00005351,M00002,2025-01-10 08:59:58,685.33,Retail,Small,UPI,Success,
T00005352,M00077,2025-05-15 17:34:56,8298.77,Professional Services,Medium,Credit Card,Success,
T00005353,M00078,2025-04-21 15:42:49,8321.43,SaaS,Medium,Net Banking,Success,
T00005354,M00058,2025-12-10 03:07:29,1961.44,Food Delivery,Small,UPI,Success,
T00005355,M00094,2025-07-09 07:59:10,7807.73,SaaS,Small,UPI,Success,
T00005356,M00088,2025-08-01 19:38:04,781.56,Food Delivery,Small,UPI,Success,
T00005357,M00062,2025-08-08 22:46:11,1.0,Retail,Medium,Credit Card,Success,
T00005358,M00092,2025-11-17 06:52:55,4231.23,Healthcare,Medium,Debit Card,Success,
T00005359,M00006,2025-09-14 13:23:23,2968.39,Retail,Small,UPI,Success,
T00005360,M00085,2025-02-25 21:43:30,217.39,Gaming,Medium,Wallet,Success,
T00005361,M00001,2025-12-22 08:22:11,433.84,Food Delivery,Small,UPI,Success,
T00005362,M00050,2025-03-27 12:45:45,16697.18,SaaS,Small,Wallet,Success,
T00005363,M00044,2025-04-28 15:19:42,17627.91,Professional Services,Small,Net Banking,Success,
T00005364,M00100,2025-03-17 05:04:54,713.41,E-commerce,Small,UPI,Success,
T00005365,M00089,2025-11-17 18:09:07,9541.21,Education,Small,UPI,Success,
T00005366,M00020,2025-12-22 18:24:10,6685.62,Healthcare,Small,Net Banking,Success,
T00005367,M00064,2025-01-26 17:17:31,8160.18,Professional Services,Large,Net Banking,Success,
T00005368,M00037,2025-11-02 15:29:05,7744.95,Education,Medium,UPI,Success,
T00005369,M00071,2025-07-01 20:56:02,3045.83,Retail,Small,Debit Card,Success,
T00005370,M00003,2025-02-14 08:45:58,3764.15,Education,Small,Credit Card,Success,
T00005371,M00073,2025-06-28 11:50:27,4379.04,SaaS,Small,Net Banking,Success,
T00005372,M00029,2025-05-25 12:22:33,3058.71,Retail,Small,Debit Card,Success,
T00005373,M00021,2025-04-11 05:30:40,1787.92,E-commerce,Small,UPI,Success,
T00005374,M00019,2025-10-16 04:58:44,3832.71,E-commerce,Medium,Wallet,Success,
T00005375,M00020,2025-09-16 05:42:14,7800.2,Healthcare,Small,Net Banking,Success,
T00005376,M00089,2025-10-06 06:51:41,8920.58,Education,Small,UPI,Success,
T00005377,M00096,2025-09-23 02:18:23,1580.79,Gaming,Small,UPI,Success,
T00005378,M00024,2025-03-29 20:19:35,1143.29,Gaming,Small,Credit Card,Success,
T00005379,M00050,2025-06-18 11:59:34,8802.09,SaaS,Small,Wallet,Success,
T00005380,M00099,2025-07-13 17:50:46,4365.16,Retail,Small,Wallet,Failed,Authentication Failure
T00005381,M00027,2025-01-20 22:01:31,1979.36,E-commerce,Large,Credit Card,Success,
T00005382,M00033,2025-02-11 08:37:19,3725.54,E-commerce,Small,UPI,Success,
T00005383,M00056,2025-08-04 13:06:22,5352.42,E-commerce,Large,Credit Card,Success,
T00005384,M00086,2025-04-07 14:24:22,1714.17,Food Delivery,Large,UPI,Success,
T00005385,M00081,2025-03-01 12:28:13,607.37,Media,Small,UPI,Success,
T00005386,M00084,2025-06-10 06:07:49,331.22,Food Delivery,Small,Net Banking,Success,
T00005387,M00084,2025-06-12 20:04:49,321.5,Food Delivery,Small,Net Banking,Success,
T00005388,M00055,2025-08-30 23:19:22,11775.66,SaaS,Medium,Net Banking,Success,
T00005389,M00011,2025-12-27 13:24:25,5398.59,Education,Small,UPI,Success,
T00005390,M00060,2025-01-23 02:22:29,329.2,Food Delivery,Medium,Debit Card,Success,
T00005391,M00089,2025-11-13 12:55:03,5542.95,Education,Small,UPI,Failed,Network Error
T00005392,M00077,2025-05-24 20:11:33,8619.87,Professional Services,Medium,Credit Card,Success,
T00005393,M00035,2025-04-02 12:43:06,1.0,Retail,Small,UPI,Success,
T00005394,M00068,2025-06-03 22:12:00,1616.61,Retail,Medium,Debit Card,Success,
T00005395,M00026,2025-06-07 09:50:05,1404.62,Retail,Medium,Credit Card,Success,
T00005396,M00049,2025-11-09 10:45:30,1580.32,Retail,Medium,Wallet,Success,
T00005397,M00047,2025-03-03 19:46:37,1126.06,Healthcare,Medium,UPI,Success,
T00005398,M00090,2025-02-09 02:13:03,7120.35,Healthcare,Medium,Debit Card,Success,
T00005399,M00097,2025-11-06 05:04:07,7175.69,Professional Services,Small,Credit Card,Success,
T00005400,M00061,2025-12-15 04:44:36,6673.37,SaaS,Medium,UPI,Success,
T00005401,M00024,2025-11-05 04:47:20,945.67,Gaming,Small,Credit Card,Failed,Insufficient Funds
T00005402,M00052,2025-07-02 23:58:41,14688.65,Travel,Medium,Credit Card,Success,
T00005403,M00063,2025-02-21 20:09:16,4238.95,Healthcare,Small,Credit Card,Success,
T00005404,M00071,2025-12-23 13:09:32,4108.02,Retail,Small,Debit Card,Success,
T00005405,M00067,2025-05-19 17:48:57,483.76,Food Delivery,Medium,Credit Card,Success,
